Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,^GSPC,type
1999-03-04,0.002992039581593604,0.03543938516692877,0.022400841921218648,0.019219024863905372,0.010189712094757119,0.013565706454864306,0.015590522422949263,0.01775015137585389,0.02100515818343525,0.015309483472933533,daily
1999-03-05,0.0330540689376055,0.018627793804013606,0.025002210492158467,0.02196544071961313,0.02278024150408738,0.015116327749943849,0.016981518610819174,0.022447380737702954,0.02988621067381674,0.02286277125993248,daily
1999-03-08,0.006482512844517563,0.01425189820349278,-0.00681357007982185,0.005570965597484952,0.028421208628823306,0.004605220224391894,-0.011471811630541487,0.0011091947151969325,0.004352456166346177,0.0056758888239537165,daily
1999-03-09,-0.008652025041622586,-0.010840698145492834,0.00804695713736746,0.004925826694262505,-0.010563383929995526,0.0011488946224621547,-0.0027512308705024235,-0.007791341134195164,0.0027111339031458763,-0.0022555605772878184,daily
1999-03-10,0.013664353799767963,0.05564328752839359,0.01832641411800131,-0.00184430490049562,0.0,-0.010960716564724124,-0.003311102866911364,0.008899407668640396,-0.002711133903145983,0.005454530788181005,daily
1999-03-11,0.010657821380821933,0.01407667253608626,0.004831518290266857,0.0012298942909452963,-0.0017717545534261777,0.009811821942262055,0.007709206602800924,0.0066224379959190244,0.010799287023958465,0.008388521949356046,daily
1999-03-12,-0.004249476037675276,-0.003819949401723443,0.0018053677257913387,0.003068646970563293,-0.008904773659997438,0.008579306817504882,0.010910776703762339,-0.0055157992294071236,0.004287234685910325,-0.0023840798458280715,daily
1999-03-15,0.0021261292870747906,-0.007682364683620225,0.0030020022230526546,-0.002454236361012979,0.015971662821172367,0.008506197376191002,0.002709321019033743,0.003312787971810221,0.0021366559038509094,0.009739334869484768,daily
1999-03-16,-0.0042581326855904095,-0.005154321936961056,-0.014493010649175126,-0.00677906450730039,0.017020521947447194,0.004506757556474486,-0.0037951589576415406,-0.002207070861641093,-0.005350224157189709,-0.0006733941255370548,daily
1999-03-17,-0.0028488617652846784,0.025511068665032294,-0.00855257053047455,-0.0018575937305132452,-0.0065124183066337755,-0.017007623424836055,-0.009277068186363362,-0.005540346835862822,-0.004301331775439687,-0.006574064652108874,daily
1999-03-18,0.021172003084109544,0.012515519633176094,0.023045581179649742,0.0024757416409380514,0.013841004024613919,0.01700762342483614,0.014694421387226415,0.013793335982343719,0.017094893461682525,0.01432882341633394,daily
1999-03-19,0.0012605580372818264,-0.010186673240677697,-0.01916865749231256,0.006193574573338412,-0.02434910766542724,-0.00443773788940075,-0.018608935120075134,-0.004393129896400433,-0.013856458154003081,-0.013196724322540323,daily
1999-03-22,0.002794876808266778,0.006285076085289628,0.002448218936447457,-0.0074251348171506465,0.0,-0.0005661411441510375,0.003318526447919365,-0.002755966012924716,-0.010811226663021338,-0.0017563685553442677,daily
1999-03-23,-0.025442250898288825,-0.017699719222898636,-0.03482936301135617,-0.023885821330729706,-0.029479215734923337,-0.0287043782117569,-0.0319800012469463,-0.027980891101181626,-0.030907144881673086,-0.027252918338161458,daily
1999-03-24,0.0007153091154922404,-0.005115063156354655,-0.002534939939740408,-0.0025478018462836314,0.01930441954073869,-0.0005829622001672155,0.013589818536855544,0.004529330501645352,-0.007878338778659722,0.005097315942202638,daily
1999-03-25,0.0035699171927771754,0.002560920336529055,0.02258600231256148,0.010783394265486423,0.023292958750408578,0.0075475217731601875,-0.003379698567465785,0.016807320526517906,0.030052276454817735,0.016728438297045976,daily
1999-03-26,-0.007871297637988963,0.012706673968937165,-0.008722488902191221,0.0025204481710666042,-0.005226589887646078,-0.0034761831620987262,-0.013064956979803042,-0.007808214828603552,-0.006600689441139165,-0.005589231934668773,daily
1999-03-29,0.01638877362677326,0.027398734306181397,0.022277779384169846,0.01623038091793286,0.03686671767959121,0.012687446560093072,-0.0051592104413030635,0.012242844554297309,0.023992119172937105,0.021111706427016097,daily
1999-03-30,-0.0021230481114074703,-0.018598840670489378,-0.011696093763972036,-0.0006193027935052576,-0.0016849746216741526,-0.008633083665449388,-0.01622292920006797,-0.0033239000161539934,0.001076947841633513,-0.007215912139310645,daily
1999-03-31,-0.014265725515365755,-0.015132734906370482,-0.011834433283454092,-0.011215322608421842,-0.012728348609948764,-0.022210108833823204,-0.00233917005091332,-0.005564909895510886,-0.015184661560493485,-0.011116726708976845,daily
1999-04-01,0.011428751898012271,-0.0012718971863013289,0.002503212855054778,0.010595636041282207,0.015674779886413297,0.0017712758086185817,0.020858477064581514,0.0,-0.0010935252966400445,0.00569747223213796,daily
1999-04-05,0.012001983479050661,0.023885637407930038,0.019802105412480387,0.021466545846411,0.033887757997100566,0.0052958933363992326,0.007995473978491421,0.022075910455768996,0.013043768232509695,0.020958091279580027,daily
1999-04-06,-0.017699874201364076,-0.009987910310799798,-0.007379256820622685,-0.005476403953409638,0.00849712281607958,-0.011212913333017625,-0.005132641350788561,0.0010913387594774283,0.0053854634740632444,-0.0024478740661519425,daily
1999-04-07,0.010657912451074203,-0.010088207032632858,0.02679745202766082,0.0018286430357892154,-0.002420674820164401,-0.0011879462128889793,0.013064956979803144,0.018903835763033467,0.008555737582014908,0.006805885283716106,daily
1999-04-08,0.01403498965625581,0.010088207032632827,0.01786895762210953,0.005466069526200504,0.009646754334069108,0.022908839976985264,0.02617774895660708,0.010114842043066244,0.02211774409650062,0.012797477296876645,daily
1999-04-09,-0.004889561047924111,0.018645699674337282,-0.002364295085663828,0.0006060814313712551,-0.001601792858043882,0.002320298751045014,-0.007172555365768053,0.003172829223050724,0.009331851191813631,0.0032462580933017085,daily
1999-04-12,0.02898640859512355,0.007361981216178754,0.01759578156998104,0.02392392520136854,-0.015340675274226872,0.016662157203547467,0.014293692783339642,0.025027551446424788,0.008222186957311174,0.007595238080975959,daily
1999-04-13,0.01217078420765864,-0.0012226857446432711,-0.0011636165416512162,0.007654372106142059,-0.015580564135635928,0.0034126457176313066,-0.016511234820580055,-0.01035255781917522,-0.005131247762806984,-0.006505632243595896,daily
1999-04-14,0.04725268554114639,-0.012315368698599057,-0.012888602324302292,0.021468531619237265,-0.025106176772719833,-0.030558504628356246,-0.014533483317681988,-0.009409755315542168,-0.02289360920324678,-0.015965933063986384,daily
1999-04-15,0.03774072252887318,0.04245625921794409,-0.009478304939896747,0.02550473361378952,0.008438725533825424,-0.02489742212307275,0.010084197029105962,-0.02553301443354881,-0.0021078040355089586,-0.004216795807645577,daily
1999-04-16,0.011050124768722767,0.03098718482539726,-0.004773360212940551,0.005579943112919291,-0.02725882964092574,0.004193132238189555,0.011087214223263107,-0.009745511095664103,0.0031588672592408524,-0.0029146078293303093,daily
1999-04-19,0.010324650519060159,0.012017355863219212,0.0,0.0083127238155222,-0.049567222087588556,-0.042742171515426926,0.00987330688589306,-0.027580275634601813,-0.022328714639652997,-0.022634852550357645,daily
1999-04-20,-0.012158195472363836,-0.016055093039529917,0.013072397534473479,-0.00664429297430881,0.025090693297522202,0.0185420927729825,0.010857897026813636,0.018837184877212698,0.01282052515415394,0.012860203295938252,daily
1999-04-21,0.004272176514778642,-0.015142772436523146,0.015231486484317342,0.0033274475448622377,0.026201998194026316,0.031346877819363794,0.01766173628698672,0.022790301958464532,0.01684237846346841,0.022670663304898607,daily
1999-04-22,-0.01596109427020359,0.017452117884377227,0.010410747499493103,0.0005537530757972726,0.04508861421352187,0.012385753863869283,-0.0031877946395119498,0.020181075384031247,0.0026069257122450225,0.01684674875227101,daily
1999-04-23,0.014742082753940785,-0.012769025788770623,-0.0034584406909990953,0.0077176080656783065,0.0020581042016785418,-0.001759777033021229,-0.0005329765205029101,0.022355643694417122,0.010871895240628794,-0.001450817739520779,daily
1999-04-26,-0.009803640696156581,-0.022446162183938766,-0.015125455719490987,-0.0010990758134108627,0.025173439971876963,-0.007071742659135733,-0.00533905574201262,-0.0015430916155933351,-0.006198288240377285,0.0023483210033231894,daily
1999-04-27,0.01951230307139309,0.031170023367303866,0.01743219163479504,0.004935819589648258,-0.025173439971876974,0.0011817839105467086,0.005872032262515546,0.0010287114211412999,0.002587354817855444,0.0020273028322104576,daily
1999-04-28,0.05177691398560465,0.032472436973827644,-0.005776295128709609,0.012503731081818029,-0.013245112528485077,-0.014875958228373412,-0.004266814804628707,-0.027113107156883857,-0.00362410539826131,-0.008762977894182676,daily
1999-04-29,0.007426501796006028,0.029819848209749856,0.0034695592134057823,0.0037748874041576286,-0.010471778338696846,-0.007824969393306997,0.014327268438713849,-0.011696103134606091,-0.023086160595559027,-0.005999170215246042,daily
1999-04-30,-0.012024487395271278,-0.01701033525860962,-0.013953658910561993,-0.011911962525469697,-0.008031600734570522,-0.013381968279942515,-0.013259353447877428,-0.00751482869791768,-0.0031897990178046997,-0.005713140073082221,daily
1999-05-03,0.02278007518937752,0.024598407261833887,0.011641736791058604,0.019418102296394384,0.008453199948443554,0.023003537920996967,0.014838729100098298,0.01921093183252384,0.024198884127767096,0.014462203465727276,daily
1999-05-04,-0.00621287427352752,0.0010794392450334783,-0.03174850609462258,0.004264553088445506,-0.015267756802345862,-0.008413606980045287,-0.008452034646794062,-0.01921093183252383,-0.011500895624463383,-0.016846785798959794,daily
1999-05-05,0.01182745990978713,-0.014670288378066205,0.005955722700742281,0.0,0.020305369029393894,0.009610147801492835,0.007925880408808799,0.008584002655782979,-0.008446887615473126,0.011428483375267562,daily
1999-05-06,0.008363702739712993,-0.0027401110808877626,-0.01676718605929867,0.0021251115065058714,-0.025446794909789922,-0.01323779283417436,-0.021277454607917527,0.004264623418353761,-0.022520988624015057,-0.011390909885870973,daily
1999-05-07,0.0022189661815108686,0.006019265770295803,0.019139895022922234,0.018928436830670973,0.017036389507290337,0.008443847248006878,0.012289885113516693,-0.003196397147428485,0.022520988624014977,0.00967486744620845,daily
1999-05-10,-0.005555996075874686,-0.011523136847146169,-0.003561518044949973,-0.013634503751650196,0.00841040540249958,-0.015738575309248683,-0.002659082074422658,-0.0021374002287905597,-0.0010613018700258762,-0.003500507120746083,daily
1999-05-11,-0.0016721128444564133,0.003305644377608501,0.011820786008573303,0.016754208359965564,0.014962473420589475,0.004262271657975813,0.0037207711600148958,0.01591526271395114,0.01996935796423445,0.011358020792021698,daily
1999-05-12,-0.025432569270121753,-0.018878733299811722,0.014003169372730828,-0.009913719202562158,0.01960910741404898,0.014474762431037118,0.0026492196916261717,0.00942956591159217,0.006223664174637667,0.0061700326961923345,daily
1999-05-13,-0.004015207089833125,0.0050321477422153845,0.009226781036327342,-0.010012674217966294,-0.0028360229636302655,0.004779214127576269,0.013140701024877497,-0.0062765509677027605,-0.0051839370289098255,0.002606613461245054,daily
1999-05-14,-0.0028773148624360485,-0.007277181411842908,-0.03148921837268164,-0.012793809030810779,-0.026722990973232327,-0.018040114439507485,-0.018977715356015713,-0.01799910369997529,-0.019947783239936442,-0.022001662681522823,daily
1999-05-17,-0.0011531841286242823,-0.0039400040417398256,-0.01913989502292231,-0.0021481477332614767,0.014066900056903562,0.006652605393355255,0.020543161720833685,-0.006430888448682856,-0.020354527058422913,0.0012624270109211854,daily
1999-05-18,-0.024534473455610196,-0.02339684597685591,0.0024136220285389466,-0.012987558145731506,0.008998575706711514,-0.013350046591813993,-0.022140960572396895,-0.010810846975590685,0.00647270003424296,-0.004616905093740054,daily
1999-05-19,0.010003187054896607,0.013762010597894574,0.00720207871685822,0.015135705878992997,0.0032519399656742113,0.013952614780353012,0.020575514207578735,0.01188566810806291,-0.011898805778030553,0.00814931176424019,daily
1999-05-20,-0.011778426362281049,0.011325031990042053,-0.013245705229753975,0.002678711690118698,-0.013072303200804141,0.0024068565495260013,-0.002091027115575039,0.013336905107062336,0.008667424845789605,-0.00402527847542653,daily
1999-05-21,-0.0005927101423809727,0.015643246056521593,-0.0024267263931355564,-0.011840805773829326,-0.01157936997835654,-0.0030094247380649864,-0.009464110513285178,-0.01119081989640564,-0.006493088650063524,-0.006399072465026039,daily
1999-05-24,-0.004158309229444291,-0.02412441308935361,-0.022114187761201748,-0.008700536464685557,-0.021868481951728976,-0.026261179429243647,0.009986750221487786,-0.02386262240328229,-0.02195495171808107,-0.01793036430661807,daily
1999-05-25,-0.009569297565955787,-0.00398358089508708,-0.026432891889919628,-0.0032823707164393308,-0.021053171757849428,-0.009950239413654242,0.0010456758459104494,-0.009928273658794246,-0.010038950244308757,-0.01717492639397584,daily
1999-05-26,-0.009661956160026727,0.028107993984440725,0.032007592224941,-0.007148620062929846,0.020627897513738426,0.0,0.005211073191866843,0.0011080665344451097,0.01114796916556874,0.0157274210587678,daily
1999-05-27,-0.0233282603409046,-0.03039104825049803,-0.02438398032051271,-0.016694688278248614,-0.007256838941513389,-0.005012422900495589,-0.01730061745904339,-0.011136205787785357,-0.020157016013090043,-0.018058062469890036,daily
1999-05-28,-0.020075981952290947,0.010233433531709133,0.015699367719861426,0.010050395303939788,0.012771208184751299,0.014962662314149715,0.0021133655518551274,0.007253095114450498,0.014041488815903459,0.01581756128506971,daily
1999-06-01,0.04218967176586942,-0.005672315014192584,-0.01443434358240246,0.0005550535566501469,-0.022674303123072136,0.0037067090844453295,-0.0005279023518001366,0.002775044138889675,0.006115527197186726,-0.005839511317436866,daily
1999-06-02,-0.0012159127237107404,0.011312358818637631,-0.006340861075013966,0.013237859480588608,0.010759302291573758,-0.01553399838197718,0.0,-0.003331079486706061,-0.0022194530799470777,0.0004249006955219619,daily
1999-06-03,0.003036947028106125,0.0033691659581087936,-0.0006366186656584731,0.010357285707659761,-0.0068729606527434,0.009348924358383458,-0.00954872157899533,0.007755395134987886,0.02306538587676827,0.003646374260635243,daily
1999-06-04,0.018624789948913364,0.015573088922203165,0.018291494265641906,0.010251111081955215,0.029307725346025014,0.034150185024176063,0.014814757606433578,0.023992559863565566,0.007571465445565724,0.021475394566336188,daily
1999-06-07,0.0029717682366323245,0.011523136847146166,0.018576563484512545,0.009615411840459233,0.01783899306917543,-0.008429358763204603,0.008367962605220526,-0.00865773276849043,0.002690375984952176,0.005085910951654291,daily
1999-06-08,-0.01254106580258816,-0.01594782081311422,-0.01795163886933331,-0.009078807365238575,-0.023295291653308847,-0.014003093401891492,0.0,-0.008185731185749933,-0.015160085774751522,-0.012964763781468821,daily
1999-06-09,-0.009661956160026727,0.002214993840900654,-0.0025018062670731497,0.0010721356142322825,0.01503781347357082,-0.00553265883548633,0.007782361431889294,0.0005479112963430431,-0.009868239142239589,0.0009939860591529955,daily
1999-06-10,0.016847120366672252,0.005515334502675909,-0.018963606507458385,-0.01185985117140814,-0.015037813473570917,-0.018669371398595227,-0.008303145993831234,-0.008248550274366448,-0.014428707293283351,-0.012069808923772248,daily
1999-06-11,-0.008989834466893389,0.007670893847810114,0.0019124555012734288,-0.0016282684221608508,-0.013559619094418529,-0.010101074269098315,-0.006797111441629862,-0.01166411371377872,-0.005043724081067218,-0.007071143040316779,daily
1999-06-14,0.023796465842912798,0.008695979440769256,-0.005108655546941499,0.011879379504116144,-0.004703819848800153,0.0031678109590558058,0.027426925727086646,0.005571416709458507,0.0011230900077210091,0.00027823449308790306,daily
1999-06-15,0.008779358692863885,0.012369222770657759,0.005108655546941406,0.0032153161653392832,0.0089606758981368,0.00252646065233103,0.001020758798811207,0.011049767301817857,-0.006756415887947023,0.005518004479872165,daily
1999-06-16,0.004071379337286198,-0.010206909146074961,0.025779791924095158,0.013814899436646459,0.04038011199987639,0.0075421756743295374,0.0096423424582071,0.01958703263476629,0.026757195734464934,0.022230990537223876,daily
1999-06-17,0.0034762335731722597,0.0010794392450334783,0.019059498164706364,0.007884523313699588,0.01095556967562655,0.008107578123510832,-0.008622940502531939,0.004837857689821563,-0.004962885842552087,0.007107811437429541,daily
1999-06-18,0.0025356271180522467,0.0018106450844796796,0.0015519690227284888,0.0075375426117091325,0.008839498351454103,-0.00037472016999886415,0.003564743460966028,-0.004837857689821496,0.007407779991413705,0.0021917461951940663,daily
1999-06-21,-0.024606130601549883,-0.023542733642902998,0.006079264386460383,-0.013620016509563546,0.02488709610917536,-0.011291439990892852,-0.007690082537311438,-0.0048602925279755856,0.017429662014921785,0.004576828497190345,daily
1999-06-22,-0.013134128550440575,-0.010582282895198412,-0.010968975725211022,-0.004758220087270255,-0.021293903182609403,0.0056612963119425045,-0.00360950580983901,-0.0016263151815261144,-0.006500877830682067,-0.009773322849408237,daily
1999-06-23,0.004796113830189167,0.007808342983071427,-0.009851975734824877,0.003174902535758782,0.007544128179577224,-0.010721960883831233,-0.0031038208756233843,0.002167110838080234,-0.014231320382178553,-0.0021131589854796106,daily
1999-06-24,-0.022989539730991385,-0.016807406009837975,-0.01622015641265282,-0.010621364158982412,-0.020784075440212085,-0.0031754307178773096,-0.010940719934181775,-0.01856988536765872,-0.002207248095911281,-0.013047427449105758,daily
1999-06-25,0.006100789726206946,-0.007941216944433893,0.0025126217571188837,-0.005891023347855164,0.0012111360430093806,-0.0006368541960401915,-0.005252158442791963,0.001102362821652297,-0.0033203547753906967,-0.00035724410219643745,daily
1999-06-28,0.018681395334900992,-0.006284197080282222,0.02294691310565071,0.0016101830448522615,0.01640371711348111,0.0006368541960402076,0.010476956087348933,0.010952743689507823,0.019215608103719743,0.012121022848068482,daily
1999-06-29,-0.005987803046750209,0.013660682099955145,0.003060635329771703,0.005347618373464342,0.012618095818033971,0.01765426870744225,0.0005213828082662907,0.009756075822743557,0.016716286833012357,0.014984607301878332,daily
1999-06-30,-0.0006009561135556144,0.01459034515431564,0.020569401332842446,0.0174475583462349,0.015166709120091788,0.023472841864130227,0.021128831239181883,0.01286239817142069,0.019067897420284505,0.015608805716027468,daily
1999-07-01,0.00956933470604727,0.007769004980631124,0.010721165214625602,0.0005231822411500927,0.011130586464935532,0.007299803308654958,-0.0035760797425708015,0.0031896972278477095,0.005233430537818097,0.005992021497325137,daily
